⚙️  Running in WANDB offline mode
⚙️  Running in WANDB offline mode
Loading base model: allenai/Llama-3.1-Tulu-3-8B-SFT
Loading base model: allenai/Llama-3.1-Tulu-3-8B-SFT
No custom adapter provided, initializing new LoRA config.
No custom adapter provided, initializing new LoRA config.
Final LoRA model info:
trainable params: 83,886,080 || all params: 8,114,212,864 || trainable%: 1.0338
Final LoRA model info:
trainable params: 83,886,080 || all params: 8,114,212,864 || trainable%: 1.0338
{'loss': 0.6931, 'grad_norm': 3.0975279808044434, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -119.5, 'logps/rejected': -193.0, 'logits/chosen': -1.578125, 'logits/rejected': -1.515625, 'epoch': 0.0}
{'loss': 0.0049, 'grad_norm': 0.366923451423645, 'learning_rate': 0.00010411529223378704, 'rewards/chosen': -3.078125, 'rewards/rejected': -11.5, 'rewards/accuracies': 1.0, 'rewards/margins': 8.4375, 'logps/chosen': -92.0, 'logps/rejected': -206.0, 'logits/chosen': -0.86328125, 'logits/rejected': -0.66796875, 'epoch': 2.4}
{'loss': 0.0082, 'grad_norm': 0.9865826964378357, 'learning_rate': 0.00010408326661329065, 'rewards/chosen': 0.53125, 'rewards/rejected': -8.6875, 'rewards/accuracies': 1.0, 'rewards/margins': 9.1875, 'logps/chosen': -170.0, 'logps/rejected': -146.0, 'logits/chosen': -1.1640625, 'logits/rejected': -0.73046875, 'epoch': 2.4}
{'loss': 0.2517, 'grad_norm': 11.871094703674316, 'learning_rate': 0.00010405124099279424, 'rewards/chosen': -3.765625, 'rewards/rejected': -14.3125, 'rewards/accuracies': 0.875, 'rewards/margins': 10.5625, 'logps/chosen': -131.0, 'logps/rejected': -276.0, 'logits/chosen': -1.0859375, 'logits/rejected': -0.71875, 'epoch': 2.4}
{'loss': 0.0006, 'grad_norm': 0.06373970210552216, 'learning_rate': 0.00010401921537229784, 'rewards/chosen': -1.375, 'rewards/rejected': -15.5, 'rewards/accuracies': 1.0, 'rewards/margins': 14.125, 'logps/chosen': -146.0, 'logps/rejected': -294.0, 'logits/chosen': -1.046875, 'logits/rejected': -0.76171875, 'epoch': 2.4}
{'loss': 0.0795, 'grad_norm': 6.832159042358398, 'learning_rate': 0.00010398718975180144, 'rewards/chosen': -1.359375, 'rewards/rejected': -11.9375, 'rewards/accuracies': 1.0, 'rewards/margins': 10.5625, 'logps/chosen': -196.0, 'logps/rejected': -230.0, 'logits/chosen': -0.90234375, 'logits/rejected': -0.58984375, 'epoch': 2.4}
{'loss': 0.0017, 'grad_norm': 0.05592675879597664, 'learning_rate': 0.00010395516413130504, 'rewards/chosen': -1.8828125, 'rewards/rejected': -10.25, 'rewards/accuracies': 1.0, 'rewards/margins': 8.375, 'logps/chosen': -111.0, 'logps/rejected': -171.0, 'logits/chosen': -0.6171875, 'logits/rejected': -0.271484375, 'epoch': 2.4}
{'loss': 0.0007, 'grad_norm': 0.04091167449951172, 'learning_rate': 0.00010392313851080866, 'rewards/chosen': -1.1015625, 'rewards/rejected': -11.4375, 'rewards/accuracies': 1.0, 'rewards/margins': 10.375, 'logps/chosen': -114.5, 'logps/rejected': -198.0, 'logits/chosen': -1.078125, 'logits/rejected': -0.8203125, 'epoch': 2.4}
{'loss': 0.0104, 'grad_norm': 0.5174441337585449, 'learning_rate': 0.00010389111289031226, 'rewards/chosen': -3.4375, 'rewards/rejected': -12.6875, 'rewards/accuracies': 1.0, 'rewards/margins': 9.25, 'logps/chosen': -89.5, 'logps/rejected': -194.0, 'logits/chosen': -0.5546875, 'logits/rejected': -0.62109375, 'epoch': 2.41}
{'loss': 0.0012, 'grad_norm': 0.06895530223846436, 'learning_rate': 0.00010385908726981585, 'rewards/chosen': -4.375, 'rewards/rejected': -12.75, 'rewards/accuracies': 1.0, 'rewards/margins': 8.375, 'logps/chosen': -145.0, 'logps/rejected': -204.0, 'logits/chosen': -1.015625, 'logits/rejected': -0.59765625, 'epoch': 2.41}
{'loss': 0.3835, 'grad_norm': 8.188450813293457, 'learning_rate': 0.00010382706164931946, 'rewards/chosen': -2.96875, 'rewards/rejected': -9.75, 'rewards/accuracies': 0.75, 'rewards/margins': 6.8125, 'logps/chosen': -121.0, 'logps/rejected': -157.0, 'logits/chosen': -0.796875, 'logits/rejected': -0.64453125, 'epoch': 2.41}
{'loss': 0.0019, 'grad_norm': 0.14560788869857788, 'learning_rate': 0.00010379503602882305, 'rewards/chosen': -1.8671875, 'rewards/rejected': -11.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 9.4375, 'logps/chosen': -143.0, 'logps/rejected': -185.0, 'logits/chosen': -0.73828125, 'logits/rejected': -0.20703125, 'epoch': 2.41}
{'loss': 0.016, 'grad_norm': 0.6521509885787964, 'learning_rate': 0.00010376301040832666, 'rewards/chosen': -2.125, 'rewards/rejected': -10.1875, 'rewards/accuracies': 1.0, 'rewards/margins': 8.0625, 'logps/chosen': -173.0, 'logps/rejected': -238.0, 'logits/chosen': -1.078125, 'logits/rejected': -0.91796875, 'epoch': 2.41}
{'loss': 0.0002, 'grad_norm': 0.016465924680233, 'learning_rate': 0.00010373098478783027, 'rewards/chosen': -2.734375, 'rewards/rejected': -16.5, 'rewards/accuracies': 1.0, 'rewards/margins': 13.75, 'logps/chosen': -119.0, 'logps/rejected': -312.0, 'logits/chosen': -0.8203125, 'logits/rejected': -0.671875, 'epoch': 2.41}
{'loss': 0.0014, 'grad_norm': 0.06821363419294357, 'learning_rate': 0.00010369895916733388, 'rewards/chosen': -1.671875, 'rewards/rejected': -12.8125, 'rewards/accuracies': 1.0, 'rewards/margins': 11.125, 'logps/chosen': -144.0, 'logps/rejected': -300.0, 'logits/chosen': -0.7578125, 'logits/rejected': -0.7265625, 'epoch': 2.41}
{'loss': 0.0315, 'grad_norm': 1.7652511596679688, 'learning_rate': 0.00010366693354683747, 'rewards/chosen': -2.625, 'rewards/rejected': -12.625, 'rewards/accuracies': 1.0, 'rewards/margins': 10.0, 'logps/chosen': -106.0, 'logps/rejected': -224.0, 'logits/chosen': -0.58984375, 'logits/rejected': -0.6796875, 'epoch': 2.41}
{'loss': 0.0025, 'grad_norm': 0.2232048064470291, 'learning_rate': 0.00010363490792634107, 'rewards/chosen': -1.1875, 'rewards/rejected': -11.8125, 'rewards/accuracies': 1.0, 'rewards/margins': 10.5625, 'logps/chosen': -108.0, 'logps/rejected': -155.0, 'logits/chosen': -0.84765625, 'logits/rejected': -0.125, 'epoch': 2.41}
{'loss': 0.0003, 'grad_norm': 0.015226895920932293, 'learning_rate': 0.00010360288230584468, 'rewards/chosen': -1.78125, 'rewards/rejected': -12.8125, 'rewards/accuracies': 1.0, 'rewards/margins': 11.0, 'logps/chosen': -119.5, 'logps/rejected': -199.0, 'logits/chosen': -0.89453125, 'logits/rejected': -0.4765625, 'epoch': 2.41}
{'loss': 0.0013, 'grad_norm': 0.07440665364265442, 'learning_rate': 0.0001035708566853483, 'rewards/chosen': -1.03125, 'rewards/rejected': -13.0, 'rewards/accuracies': 1.0, 'rewards/margins': 11.9375, 'logps/chosen': -122.5, 'logps/rejected': -228.0, 'logits/chosen': -0.75, 'logits/rejected': -0.734375, 'epoch': 2.41}
{'loss': 0.0008, 'grad_norm': 0.026262864470481873, 'learning_rate': 0.00010353883106485189, 'rewards/chosen': 0.224609375, 'rewards/rejected': -7.8125, 'rewards/accuracies': 1.0, 'rewards/margins': 8.0625, 'logps/chosen': -107.0, 'logps/rejected': -130.0, 'logits/chosen': -0.99609375, 'logits/rejected': -0.859375, 'epoch': 2.41}
{'loss': 0.0034, 'grad_norm': 0.35880109667778015, 'learning_rate': 0.0001035068054443555, 'rewards/chosen': -2.109375, 'rewards/rejected': -11.0, 'rewards/accuracies': 1.0, 'rewards/margins': 8.875, 'logps/chosen': -97.0, 'logps/rejected': -228.0, 'logits/chosen': -0.87109375, 'logits/rejected': -0.6328125, 'epoch': 2.42}
{'loss': 0.0008, 'grad_norm': 0.04482518136501312, 'learning_rate': 0.0001034747798238591, 'rewards/chosen': -0.60546875, 'rewards/rejected': -12.75, 'rewards/accuracies': 1.0, 'rewards/margins': 12.1875, 'logps/chosen': -117.0, 'logps/rejected': -247.0, 'logits/chosen': -0.8828125, 'logits/rejected': -0.7421875, 'epoch': 2.42}
{'loss': 0.2014, 'grad_norm': 7.518812656402588, 'learning_rate': 0.00010344275420336269, 'rewards/chosen': -2.84375, 'rewards/rejected': -13.5625, 'rewards/accuracies': 0.875, 'rewards/margins': 10.75, 'logps/chosen': -122.0, 'logps/rejected': -231.0, 'logits/chosen': -0.73828125, 'logits/rejected': -0.62109375, 'epoch': 2.42}
{'loss': 0.0006, 'grad_norm': 0.037604521960020065, 'learning_rate': 0.0001034107285828663, 'rewards/chosen': -2.734375, 'rewards/rejected': -14.375, 'rewards/accuracies': 1.0, 'rewards/margins': 11.6875, 'logps/chosen': -122.0, 'logps/rejected': -231.0, 'logits/chosen': -0.90625, 'logits/rejected': -0.57421875, 'epoch': 2.42}
{'loss': 0.0002, 'grad_norm': 0.016319625079631805, 'learning_rate': 0.00010337870296236991, 'rewards/chosen': -0.53125, 'rewards/rejected': -15.0625, 'rewards/accuracies': 1.0, 'rewards/margins': 14.5625, 'logps/chosen': -156.0, 'logps/rejected': -270.0, 'logits/chosen': -0.953125, 'logits/rejected': -0.5859375, 'epoch': 2.42}
{'loss': 0.0057, 'grad_norm': 0.7130938768386841, 'learning_rate': 0.0001033466773418735, 'rewards/chosen': -0.80078125, 'rewards/rejected': -12.5, 'rewards/accuracies': 1.0, 'rewards/margins': 11.6875, 'logps/chosen': -90.0, 'logps/rejected': -185.0, 'logits/chosen': -1.078125, 'logits/rejected': -0.60546875, 'epoch': 2.42}
{'loss': 0.0008, 'grad_norm': 0.0857490822672844, 'learning_rate': 0.00010331465172137711, 'rewards/chosen': -3.484375, 'rewards/rejected': -15.0625, 'rewards/accuracies': 1.0, 'rewards/margins': 11.5625, 'logps/chosen': -130.0, 'logps/rejected': -220.0, 'logits/chosen': -0.78125, 'logits/rejected': -0.5078125, 'epoch': 2.42}
{'loss': 1.0435, 'grad_norm': 26.615110397338867, 'learning_rate': 0.00010328262610088071, 'rewards/chosen': -3.375, 'rewards/rejected': -14.75, 'rewards/accuracies': 0.875, 'rewards/margins': 11.375, 'logps/chosen': -93.0, 'logps/rejected': -224.0, 'logits/chosen': -0.734375, 'logits/rejected': -0.486328125, 'epoch': 2.42}
{'loss': 0.0103, 'grad_norm': 0.7814581394195557, 'learning_rate': 0.0001032506004803843, 'rewards/chosen': -3.578125, 'rewards/rejected': -13.375, 'rewards/accuracies': 1.0, 'rewards/margins': 9.75, 'logps/chosen': -117.5, 'logps/rejected': -264.0, 'logits/chosen': -0.64453125, 'logits/rejected': -0.296875, 'epoch': 2.42}
{'loss': 0.0001, 'grad_norm': 0.007727207150310278, 'learning_rate': 0.00010321857485988791, 'rewards/chosen': -2.046875, 'rewards/rejected': -14.0625, 'rewards/accuracies': 1.0, 'rewards/margins': 12.0, 'logps/chosen': -123.5, 'logps/rejected': -201.0, 'logits/chosen': -0.90625, 'logits/rejected': -0.146484375, 'epoch': 2.42}
{'loss': 0.001, 'grad_norm': 0.054408960044384, 'learning_rate': 0.00010318654923939153, 'rewards/chosen': 0.337890625, 'rewards/rejected': -9.875, 'rewards/accuracies': 1.0, 'rewards/margins': 10.25, 'logps/chosen': -105.0, 'logps/rejected': -168.0, 'logits/chosen': -1.1171875, 'logits/rejected': -0.35546875, 'epoch': 2.42}
{'loss': 0.0235, 'grad_norm': 2.1804234981536865, 'learning_rate': 0.00010315452361889513, 'rewards/chosen': -1.453125, 'rewards/rejected': -10.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 8.875, 'logps/chosen': -103.0, 'logps/rejected': -177.0, 'logits/chosen': -1.1484375, 'logits/rejected': -0.80078125, 'epoch': 2.42}
{'loss': 0.0023, 'grad_norm': 0.15566475689411163, 'learning_rate': 0.00010312249799839872, 'rewards/chosen': -2.796875, 'rewards/rejected': -15.25, 'rewards/accuracies': 1.0, 'rewards/margins': 12.4375, 'logps/chosen': -111.5, 'logps/rejected': -249.0, 'logits/chosen': -0.6953125, 'logits/rejected': -0.41796875, 'epoch': 2.42}
{'loss': 0.0004, 'grad_norm': 0.022106239572167397, 'learning_rate': 0.00010309047237790233, 'rewards/chosen': -0.2109375, 'rewards/rejected': -10.8125, 'rewards/accuracies': 1.0, 'rewards/margins': 10.5625, 'logps/chosen': -79.0, 'logps/rejected': -196.0, 'logits/chosen': -1.03125, 'logits/rejected': -0.25390625, 'epoch': 2.43}
{'loss': 0.0079, 'grad_norm': 0.33586129546165466, 'learning_rate': 0.00010305844675740592, 'rewards/chosen': -0.9921875, 'rewards/rejected': -11.5, 'rewards/accuracies': 1.0, 'rewards/margins': 10.5, 'logps/chosen': -108.5, 'logps/rejected': -272.0, 'logits/chosen': -0.8515625, 'logits/rejected': -0.63671875, 'epoch': 2.43}
{'loss': 0.3116, 'grad_norm': 10.392484664916992, 'learning_rate': 0.00010302642113690952, 'rewards/chosen': -1.8125, 'rewards/rejected': -10.6875, 'rewards/accuracies': 0.875, 'rewards/margins': 8.8125, 'logps/chosen': -83.0, 'logps/rejected': -149.0, 'logits/chosen': -0.87109375, 'logits/rejected': -0.4609375, 'epoch': 2.43}
{'loss': 0.003, 'grad_norm': 0.3197997212409973, 'learning_rate': 0.00010299439551641314, 'rewards/chosen': -4.1875, 'rewards/rejected': -13.0, 'rewards/accuracies': 1.0, 'rewards/margins': 8.8125, 'logps/chosen': -146.0, 'logps/rejected': -260.0, 'logits/chosen': -0.65234375, 'logits/rejected': -0.6171875, 'epoch': 2.43}
{'loss': 0.0028, 'grad_norm': 0.11121997982263565, 'learning_rate': 0.00010296236989591675, 'rewards/chosen': -1.375, 'rewards/rejected': -9.4375, 'rewards/accuracies': 1.0, 'rewards/margins': 8.0625, 'logps/chosen': -96.5, 'logps/rejected': -199.0, 'logits/chosen': -0.8984375, 'logits/rejected': -0.65234375, 'epoch': 2.43}
{'loss': 0.0016, 'grad_norm': 0.08614825457334518, 'learning_rate': 0.00010293034427542034, 'rewards/chosen': -0.95703125, 'rewards/rejected': -11.375, 'rewards/accuracies': 1.0, 'rewards/margins': 10.4375, 'logps/chosen': -105.5, 'logps/rejected': -190.0, 'logits/chosen': -0.87890625, 'logits/rejected': -0.640625, 'epoch': 2.43}
{'loss': 0.8185, 'grad_norm': 30.81098175048828, 'learning_rate': 0.00010289831865492394, 'rewards/chosen': -2.65625, 'rewards/rejected': -11.1875, 'rewards/accuracies': 0.875, 'rewards/margins': 8.5625, 'logps/chosen': -108.0, 'logps/rejected': -191.0, 'logits/chosen': -0.84375, 'logits/rejected': -0.75, 'epoch': 2.43}
{'loss': 0.002, 'grad_norm': 0.10845279693603516, 'learning_rate': 0.00010286629303442753, 'rewards/chosen': 0.859375, 'rewards/rejected': -10.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 11.125, 'logps/chosen': -91.0, 'logps/rejected': -176.0, 'logits/chosen': -1.1953125, 'logits/rejected': -0.625, 'epoch': 2.43}
{'loss': 0.0003, 'grad_norm': 0.016008524224162102, 'learning_rate': 0.00010283426741393114, 'rewards/chosen': -2.203125, 'rewards/rejected': -14.75, 'rewards/accuracies': 1.0, 'rewards/margins': 12.5, 'logps/chosen': -128.0, 'logps/rejected': -270.0, 'logits/chosen': -0.953125, 'logits/rejected': -0.640625, 'epoch': 2.43}
{'loss': 0.0811, 'grad_norm': 0.36381086707115173, 'learning_rate': 0.00010280224179343476, 'rewards/chosen': -2.453125, 'rewards/rejected': -11.625, 'rewards/accuracies': 1.0, 'rewards/margins': 9.125, 'logps/chosen': -106.5, 'logps/rejected': -211.0, 'logits/chosen': -0.80078125, 'logits/rejected': -0.8203125, 'epoch': 2.43}
{'loss': 0.0058, 'grad_norm': 0.6184415221214294, 'learning_rate': 0.00010277021617293836, 'rewards/chosen': -3.140625, 'rewards/rejected': -12.125, 'rewards/accuracies': 1.0, 'rewards/margins': 9.0, 'logps/chosen': -96.0, 'logps/rejected': -195.0, 'logits/chosen': -0.90625, 'logits/rejected': -0.46875, 'epoch': 2.43}
{'loss': 0.0196, 'grad_norm': 1.2393485307693481, 'learning_rate': 0.00010273819055244195, 'rewards/chosen': -1.4296875, 'rewards/rejected': -8.8125, 'rewards/accuracies': 1.0, 'rewards/margins': 7.375, 'logps/chosen': -134.0, 'logps/rejected': -177.0, 'logits/chosen': -0.92578125, 'logits/rejected': -0.84375, 'epoch': 2.43}
{'loss': 0.011, 'grad_norm': 0.8663020133972168, 'learning_rate': 0.00010270616493194556, 'rewards/chosen': -1.859375, 'rewards/rejected': -10.375, 'rewards/accuracies': 1.0, 'rewards/margins': 8.5, 'logps/chosen': -200.0, 'logps/rejected': -296.0, 'logits/chosen': -0.83984375, 'logits/rejected': -0.7890625, 'epoch': 2.44}
{'loss': 0.0008, 'grad_norm': 0.028262095525860786, 'learning_rate': 0.00010267413931144916, 'rewards/chosen': -2.09375, 'rewards/rejected': -11.125, 'rewards/accuracies': 1.0, 'rewards/margins': 9.0, 'logps/chosen': -149.0, 'logps/rejected': -172.0, 'logits/chosen': -0.91015625, 'logits/rejected': -0.478515625, 'epoch': 2.44}
{'loss': 0.0002, 'grad_norm': 0.01217527873814106, 'learning_rate': 0.00010264211369095275, 'rewards/chosen': -2.03125, 'rewards/rejected': -11.25, 'rewards/accuracies': 1.0, 'rewards/margins': 9.1875, 'logps/chosen': -97.0, 'logps/rejected': -176.0, 'logits/chosen': -0.7421875, 'logits/rejected': -0.294921875, 'epoch': 2.44}
{'loss': 0.1806, 'grad_norm': 6.2020087242126465, 'learning_rate': 0.00010261008807045637, 'rewards/chosen': -1.0703125, 'rewards/rejected': -9.5, 'rewards/accuracies': 0.875, 'rewards/margins': 8.4375, 'logps/chosen': -158.0, 'logps/rejected': -222.0, 'logits/chosen': -1.0390625, 'logits/rejected': -0.984375, 'epoch': 2.44}
{'loss': 0.0418, 'grad_norm': 3.633119583129883, 'learning_rate': 0.00010257806244995998, 'rewards/chosen': -1.015625, 'rewards/rejected': -14.0625, 'rewards/accuracies': 1.0, 'rewards/margins': 13.0, 'logps/chosen': -145.0, 'logps/rejected': -248.0, 'logits/chosen': -0.9375, 'logits/rejected': -0.63671875, 'epoch': 2.44}
{'loss': 0.1239, 'grad_norm': 4.766332626342773, 'learning_rate': 0.00010254603682946358, 'rewards/chosen': -4.8125, 'rewards/rejected': -10.8125, 'rewards/accuracies': 1.0, 'rewards/margins': 6.0, 'logps/chosen': -107.0, 'logps/rejected': -147.0, 'logits/chosen': -0.41796875, 'logits/rejected': -0.232421875, 'epoch': 2.44}
{'loss': 0.0002, 'grad_norm': 0.006909967865794897, 'learning_rate': 0.00010251401120896717, 'rewards/chosen': -0.59375, 'rewards/rejected': -12.5625, 'rewards/accuracies': 1.0, 'rewards/margins': 11.9375, 'logps/chosen': -84.0, 'logps/rejected': -186.0, 'logits/chosen': -1.046875, 'logits/rejected': -0.5859375, 'epoch': 2.44}
{'loss': 0.0018, 'grad_norm': 0.050468478351831436, 'learning_rate': 0.00010248198558847078, 'rewards/chosen': -2.734375, 'rewards/rejected': -11.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 8.5625, 'logps/chosen': -91.5, 'logps/rejected': -190.0, 'logits/chosen': -1.0390625, 'logits/rejected': -0.5546875, 'epoch': 2.44}
{'loss': 0.4372, 'grad_norm': 13.714339256286621, 'learning_rate': 0.00010244995996797437, 'rewards/chosen': -3.984375, 'rewards/rejected': -11.5625, 'rewards/accuracies': 0.875, 'rewards/margins': 7.5625, 'logps/chosen': -135.0, 'logps/rejected': -189.0, 'logits/chosen': -0.578125, 'logits/rejected': -0.6328125, 'epoch': 2.44}
{'loss': 0.0008, 'grad_norm': 0.06954341381788254, 'learning_rate': 0.000102417934347478, 'rewards/chosen': -0.8828125, 'rewards/rejected': -9.875, 'rewards/accuracies': 1.0, 'rewards/margins': 9.0, 'logps/chosen': -104.5, 'logps/rejected': -184.0, 'logits/chosen': -0.8671875, 'logits/rejected': -0.6640625, 'epoch': 2.44}
{'loss': 0.0006, 'grad_norm': 0.0396745428442955, 'learning_rate': 0.00010238590872698159, 'rewards/chosen': -1.8203125, 'rewards/rejected': -13.25, 'rewards/accuracies': 1.0, 'rewards/margins': 11.375, 'logps/chosen': -167.0, 'logps/rejected': -226.0, 'logits/chosen': -1.0, 'logits/rejected': -0.62109375, 'epoch': 2.44}
{'loss': 0.0182, 'grad_norm': 0.7772794365882874, 'learning_rate': 0.0001023538831064852, 'rewards/chosen': -1.0625, 'rewards/rejected': -11.375, 'rewards/accuracies': 1.0, 'rewards/margins': 10.3125, 'logps/chosen': -157.0, 'logps/rejected': -194.0, 'logits/chosen': -0.9765625, 'logits/rejected': -0.62890625, 'epoch': 2.44}
{'loss': 0.0005, 'grad_norm': 0.024604899808764458, 'learning_rate': 0.00010232185748598879, 'rewards/chosen': -0.26953125, 'rewards/rejected': -10.0, 'rewards/accuracies': 1.0, 'rewards/margins': 9.6875, 'logps/chosen': -108.0, 'logps/rejected': -160.0, 'logits/chosen': -0.97265625, 'logits/rejected': -0.48046875, 'epoch': 2.44}
{'loss': 0.0025, 'grad_norm': 0.15201398730278015, 'learning_rate': 0.00010228983186549239, 'rewards/chosen': 0.68359375, 'rewards/rejected': -8.25, 'rewards/accuracies': 1.0, 'rewards/margins': 8.875, 'logps/chosen': -169.0, 'logps/rejected': -151.0, 'logits/chosen': -0.8046875, 'logits/rejected': -0.57421875, 'epoch': 2.45}
{'loss': 0.0035, 'grad_norm': 0.23432163894176483, 'learning_rate': 0.00010225780624499598, 'rewards/chosen': -0.162109375, 'rewards/rejected': -9.6875, 'rewards/accuracies': 1.0, 'rewards/margins': 9.5625, 'logps/chosen': -201.0, 'logps/rejected': -170.0, 'logits/chosen': -1.015625, 'logits/rejected': -0.73828125, 'epoch': 2.45}
{'loss': 0.0802, 'grad_norm': 2.7181344032287598, 'learning_rate': 0.00010222578062449962, 'rewards/chosen': -1.5546875, 'rewards/rejected': -10.125, 'rewards/accuracies': 1.0, 'rewards/margins': 8.5625, 'logps/chosen': -90.5, 'logps/rejected': -209.0, 'logits/chosen': -0.87890625, 'logits/rejected': -0.6015625, 'epoch': 2.45}
{'loss': 0.0458, 'grad_norm': 3.7186944484710693, 'learning_rate': 0.00010219375500400321, 'rewards/chosen': -1.0, 'rewards/rejected': -10.75, 'rewards/accuracies': 1.0, 'rewards/margins': 9.75, 'logps/chosen': -213.0, 'logps/rejected': -189.0, 'logits/chosen': -0.57421875, 'logits/rejected': -0.47265625, 'epoch': 2.45}
{'loss': 0.2895, 'grad_norm': 8.313711166381836, 'learning_rate': 0.00010216172938350681, 'rewards/chosen': -2.171875, 'rewards/rejected': -7.5625, 'rewards/accuracies': 0.875, 'rewards/margins': 5.40625, 'logps/chosen': -113.0, 'logps/rejected': -186.0, 'logits/chosen': -0.546875, 'logits/rejected': -0.71484375, 'epoch': 2.45}
{'loss': 0.0004, 'grad_norm': 0.017197521403431892, 'learning_rate': 0.0001021297037630104, 'rewards/chosen': 0.3203125, 'rewards/rejected': -9.5, 'rewards/accuracies': 1.0, 'rewards/margins': 9.75, 'logps/chosen': -166.0, 'logps/rejected': -197.0, 'logits/chosen': -1.046875, 'logits/rejected': -0.490234375, 'epoch': 2.45}
{'loss': 0.0001, 'grad_norm': 0.004384384490549564, 'learning_rate': 0.00010209767814251401, 'rewards/chosen': -0.103515625, 'rewards/rejected': -11.875, 'rewards/accuracies': 1.0, 'rewards/margins': 11.8125, 'logps/chosen': -194.0, 'logps/rejected': -203.0, 'logits/chosen': -0.9296875, 'logits/rejected': -0.6328125, 'epoch': 2.45}
{'loss': 0.0443, 'grad_norm': 1.5508712530136108, 'learning_rate': 0.00010206565252201763, 'rewards/chosen': -3.109375, 'rewards/rejected': -11.375, 'rewards/accuracies': 1.0, 'rewards/margins': 8.3125, 'logps/chosen': -116.0, 'logps/rejected': -201.0, 'logits/chosen': -0.828125, 'logits/rejected': -0.62890625, 'epoch': 2.45}
{'loss': 0.0061, 'grad_norm': 0.3021009564399719, 'learning_rate': 0.00010203362690152123, 'rewards/chosen': -2.03125, 'rewards/rejected': -10.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 8.25, 'logps/chosen': -113.0, 'logps/rejected': -172.0, 'logits/chosen': -0.7890625, 'logits/rejected': -0.53125, 'epoch': 2.45}
{'loss': 0.0037, 'grad_norm': 0.19465364515781403, 'learning_rate': 0.00010200160128102482, 'rewards/chosen': 0.66015625, 'rewards/rejected': -9.125, 'rewards/accuracies': 1.0, 'rewards/margins': 9.8125, 'logps/chosen': -146.0, 'logps/rejected': -180.0, 'logits/chosen': -0.84765625, 'logits/rejected': -0.4453125, 'epoch': 2.45}
{'loss': 0.0022, 'grad_norm': 0.08600717037916183, 'learning_rate': 0.00010196957566052843, 'rewards/chosen': -1.6796875, 'rewards/rejected': -10.6875, 'rewards/accuracies': 1.0, 'rewards/margins': 9.0, 'logps/chosen': -111.0, 'logps/rejected': -184.0, 'logits/chosen': -0.890625, 'logits/rejected': -0.859375, 'epoch': 2.45}
{'loss': 0.002, 'grad_norm': 0.05694784224033356, 'learning_rate': 0.00010193755004003203, 'rewards/chosen': 0.30859375, 'rewards/rejected': -10.25, 'rewards/accuracies': 1.0, 'rewards/margins': 10.5625, 'logps/chosen': -99.0, 'logps/rejected': -191.0, 'logits/chosen': -0.91015625, 'logits/rejected': -0.3515625, 'epoch': 2.45}
{'loss': 0.0007, 'grad_norm': 0.06026463583111763, 'learning_rate': 0.00010190552441953562, 'rewards/chosen': -0.62890625, 'rewards/rejected': -13.5, 'rewards/accuracies': 1.0, 'rewards/margins': 12.875, 'logps/chosen': -74.5, 'logps/rejected': -232.0, 'logits/chosen': -0.75, 'logits/rejected': -0.26953125, 'epoch': 2.46}
{'loss': 0.263, 'grad_norm': 5.494665145874023, 'learning_rate': 0.00010187349879903924, 'rewards/chosen': -1.015625, 'rewards/rejected': -6.90625, 'rewards/accuracies': 0.875, 'rewards/margins': 5.90625, 'logps/chosen': -70.0, 'logps/rejected': -118.5, 'logits/chosen': -0.9296875, 'logits/rejected': -0.66015625, 'epoch': 2.46}
{'loss': 0.0458, 'grad_norm': 2.3655593395233154, 'learning_rate': 0.00010184147317854285, 'rewards/chosen': -0.6171875, 'rewards/rejected': -7.9375, 'rewards/accuracies': 1.0, 'rewards/margins': 7.3125, 'logps/chosen': -80.5, 'logps/rejected': -137.0, 'logits/chosen': -0.87890625, 'logits/rejected': -0.44140625, 'epoch': 2.46}
{'loss': 0.0049, 'grad_norm': 0.3280408978462219, 'learning_rate': 0.00010180944755804645, 'rewards/chosen': -0.419921875, 'rewards/rejected': -11.6875, 'rewards/accuracies': 1.0, 'rewards/margins': 11.3125, 'logps/chosen': -117.5, 'logps/rejected': -222.0, 'logits/chosen': -0.7890625, 'logits/rejected': -0.53125, 'epoch': 2.46}
{'loss': 0.0041, 'grad_norm': 0.19065561890602112, 'learning_rate': 0.00010177742193755004, 'rewards/chosen': 0.119140625, 'rewards/rejected': -8.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 8.4375, 'logps/chosen': -234.0, 'logps/rejected': -140.0, 'logits/chosen': -0.8671875, 'logits/rejected': -0.1435546875, 'epoch': 2.46}
